premise,hypothesis,label
"Some experts say there's a greater chance of a making a catch in the cooler days of spring and autumn, and in the hours after sunset.",Warm days are the worst for making catches.,0
"According to Jane Langmuir, director of the project, water and heat come together and create a totally new appliance.",Jane Langmuir was the one who conceived of this project.,0
"But they also don't seem to mind when the tranquillity of a Zen temple rock garden is shattered by recorded announcements blaring from loudspeakers parroting the information already contained in the leaflets provided at the ticket office; when heavy-metal pop music loudly emanates from the radio of the middle-aged owner of a corner grocery store; and when parks, gardens, and hallowed temples are ringed by garish souvenir shops whose shelves display both the tastefully understated and the hideously kitsch.",A Zen temple rock garden is a a place for lots of people to gather and celebrate.,0
"Ho there--what the devil?""  The overseer's hand spun Hanson around.",The overseer's hands grabbed Hanson by the shoulders.,0
She didn't listen.,She didn't listen when he was speaking.,0
yes they would they just wouldn't be able to own the kind of automobiles that they think they deserve to own or the kind of homes that we think we deserve to own we might have to you know just be able to i think if we a generation went without debt then the next generation like if if our our generation my husband and i we're twenty eight if we lived our lives and didn't become you know indebted like you know our generation before us that um the budget would balance and that we became accustomed to living with what we could afford which we wouldn't be destitute i mean we wouldn't be living on the street by any means but just compared to how spoiled we are we would be in our own minds but i feel like the generation after us would oh man it it would be so good it would be so much better it wouldn't be perfect but then they could learn to live with what what they could afford to save to buy and if you want a nicer car than that well you save a little longer,Life will be great for subsequent generations if our generation goes without debt.,0
"Participants suggested the need for a new reporting model for auditing, a renewed focus on the quality of auditing, and building more effective working relationships with the audit committee.",Participants thought auditing should be less confrontational and more collaborative.,0
"But, as the last problem I'll outline suggests, neither of the previous two objections matters.",I had outlined all of the problems that were available.,0
i think the rate of processing is just about uh reached the rate of housing anyway so keep the keep the normal as it is can't upset the system very much,"The rate of processing just reached the rate of housing, it used to be way below that.",0
She will step down from the court in December 2002.,"She's going to step down from the court in the winter of 2002, after all those years.",0
"Of how, when tea was done, and everyone had stood,He reached for my head, put his hands over it,And gently pulled me to his chest, which smelledOf dung smoke and cinnamon and mutton grease.I could hear his wheezy breathing now, like the prophet's Last whispered word repeated by the faithful.Then he prayed for what no one had time to translate--His son interrupted the old man to tell him a groupOf snake charmers sought his blessing, and a blind thief.The saint pushed me away, took one long look,Then straightened my collar and nodded me toward the door.","When tea was done, he put his hands on me romantically.",0
Blue says Blumenthal claimed Clinton had told him that Lewinsky had made unwanted sexual advances.,Clinton said that Monica Lewinsky made unwanted sexual advances during her time as a journalist in the White House.,0
Have you Mr. Whittington's address in town?,Is the address for Mr. Whittington located in town or in the country?,0
"Maybe in that sense, the behavior of the Pippens and Iversons of the world is defensible.",Their angry retorts to refs may be justified.,0
yeah well we veered from the subject,Indeed we go away from the original subject because we got distracted.,0
"If Washington Square is underripe, U-Turn and Devil's Advocate are rotting.",Washington Square is sunny when it's overripe.,0
He was waiting for the Scotland Yard men.,He knew how far they were.,0
Are you sure we should take him down there?' Greuze asked Natalia.,"Natalia, knowing that it could be very dangerous to venture forth with him, asked Greuze if it was really wise to take him down there, thinking that it may not be completely safe to continue on at the moment.",0
"It also describes the results of the scenario analysis, both in terms of the various marginal costs associated with emission control strategies and the economy-wide impact of each scenario.",Emission control strategies are harmful to the economy.,0
"A little past the small theater built for local dramatic performances, there's a fine view across the bay to Basse-Terre.",There are a number of art performances in the area.,0
um-hum yes i was amazed we spent the only time we played on our trip was in Douglas Arizona and uh that was just,"We spent a lot of time in Douglas, Arizona during our trip.",0
Folklore of Ibiza,Ibizan folklore is available in a written format.,0
"Flanked with patches of forest leading up into the foothills of the Himalayas, the flat plain stretches right across to the Bay of Bengal 1,600 km (1,000 miles) away, but some areas are kept as nature reserves for the country's wildlife, notably its tigers, leopards, and elephants.",The nature reserves offer tours to see the wildlife.,0
"AT&amp;T and MCI have protested the tax and pledged to pass the cost on to  MCI charges 5 percent on all out of state long-distance calls, and AT&amp;T charges a flat rate.",AT&T's flat rate is usually cheaper than MCI's per call tax.,0
"Also, disappointing earnings reports from Intel and other blue-chip companies in the two weeks leading up to the crash caused investors to question the value of entire portfolios.",Intel has had many disappointing earning reports.,0
oh really i was um i was TDY at Bent Waters,I enjoyed my temporary duty at Bent Waters.,0
8th circa b.c.Greeks colonize Sicily and other southern regions,"Before colonizing the southern regions, the Greeks conquered the northern regions.",0
"The same year, the University of Hawaii campus at Manoa became the site of the Center for Cultural and Technical Interchange Between East and West (popularly known as the East West Center), a unique and venerated resource for advanced Pacific Rim studies.",The Pacific Rim studies only take place when one enrolls in a graduate program.,0
"Using teams can also assist in integrating different perspectives, flattening organizational structure, and streamlining operations.",The teams have typically accomplished a lot of this through corporate bonding exercises.,0
"Also in Eustace Street is an information office and a cultural center for children, The Ark .",The Ark is primarily intended for children ages 5-13.,0
and uh i'm originally from Virginia and uh and my memories of summer have always been that stifling humidity,"I was born in Richmond, Virginia.",0
He dismounted and Ca'daan saw he was smaller than the rest.,He was 5 inches shorter than the rest of the men.,0
"There may be a small savings at the factory showrooms in Manacor, where you'll have the biggest choice.",The factory showrooms have twenty kinds of yarn and pearls of all size.,0
A silver revolver.,The revolver was loaded.,0
some of the professors i think imitate Big Bird,The professors like how cool Big Bird is.,0
probably yeah i would imagine the judge could throw it out,I would hope the judge would be unbiased.,0
"No, monsieur.",The speaker is French.,0
"We're no nearer to finding Tuppence, and NEXT SUNDAY IS THE 29TH!""","If we don't find her soon, she might be left for dead.",0
facilitate suits for benefits by using the State and Federal courts and the independent bar on which those courts depend for the proper performance of their duties and responsibilities.,"Federal refers to national and state refers to local, duties and responsibilities may vary between Federal and State levels.",0
This man claims that he has been robbed en route and is stranded without money or his plane ticket in an airport somewhere in Europe or the Middle East.,He claimed he was robbed and left with no money or a plane ticket but quickly solved the problem.,0
"Good-bye."" Julius was bending over the car.",Julius was staying and someone else was leaving.,0
right right well you know i think uh i think it's going to happen i don't know i don't know what else i could suggest to them you know if they ask me what should we do i don't know i wouldn't know what else to suggest to them just education start with these little kids you know and like you said you know start making it practice you know start showing all the street signs and all the cars of course i think all the cars are manufactured that way they aren't aren't all of them most o f the new ones i'm seeing are are made with miles per hour and kilometers on them,Education will make it happen.,0
"Release 2.0: A Design for Living in the Digital Age , by Esther Dyson (Broadway Books).",Broadway Books publishes all of Esther Dyson's books.,0
Egg cattle merry wedged marvelous,They were so excited.,0
"Twenty-eight grants targeted statewide web sites, which encompass not only all of the LSC programs in a state, but other state justice community partners.",Grants aren't related to money.,0
no nobody's going to bother you,No one is going to bother you about your new haircut.,0
"On my honour, I will hang him as high as Haman!""",I will hang him with glee.,0
There never will be.,I am sad but it will never happen.,0
But there's SOMETHING.,"You also know there's something, right?",0
"In 1982, Wallace won his last race for governor with a quarter of the black votes cast in the Democratic primary, a fact alluded to in a written epilogue at the end of the film.",Wallace was reelected as governor.,0
"Similarly, OIM revised the electronic Grant Renewal Application to accommodate new information sought by LSC and to ensure greater ease for users.",Users have since reported finding that the grant application process is much more streamlined.,0
it can't last seven years but it can last five IBM says let's throw it away Leading Edge will say we'll buy it from you,The new computer wont last for seven years.,0
aCondition Assessment Survey (CAS).,CAS is a test that qualifies new recruits.,0
"To be fair, Si doesn't pay for all such treats.",Si only pays for some treats.,0
yeah i it just totally ridiculous i mean the Israeli's could have fixed the whole problem years ago if they just sent sent their guys in there and killed Saddam,They Israelis didn't do it because they knew they could save money getting the States to do it.,0
The organizations usually allowed individual members who had changed employers to continue participation.,The organizations usually got angry at people for leaving.,0
Extremely limited exceptions to the authority are established in 31 U.S.C.,They were trying to eliminate all exceptions.,0
"She hates me.""",She doesn't like people like me.,0
The crucial part of that world is the home where parents relate to children.,The crucial part is that parents relate to their own children only.,0
yeah yeah i i went i went off to school wanting to either be a high school algebra teacher or high school French teacher because my two favorite people in the in high school were my algebra teacher and French teacher and uh and i was going to do that until the end of our sophomore year when we wanted uh we came time to sign up for majors and i had taken chemistry for the first time that year and surprised myself i did well in it,Declaring a major is a big step.,0
actually i listened to one time i remember it's this is back when rap even uh i would say about ten or fifteen years ago i,"About 15 years ago  I listened to Rap one time, I am not really that fond of it,",0
"Although a mile long, its name is misleading because it is not one street but several different streets.","It is a mile long, each street spanning about a quarter of a mile.",0
"1) Increased federal enforcement . Before Hoover's death, the FBI did not aggressively investigate the Mafia.",Increased federal enforcement is essential to curbing organized crime.,0
"The analysis concluded that, because the rule relaxed the hog cholera-related restrictions imposed on the importation of live swine and prepared pork products from Sonora, Mexico, the proposed rule could have a significant economic impact on a substantial number of small entities in the United States.",The analysis stated that the rule would have a negative effect on small entities in the US.,0
Black professionals braid their hair to display their ethnic pride.,"Blacks proudly braid their hair, sad the black woman.",0
and the same is true of the drug hangover you know if you,It's just like a drug hangover but worse.,0
so we're expecting our local economy to,We expect our local economy to start booming within a year.,0
"The increased investment has contributed to higher GDP growth in recent years, and the stronger economy should help in servicing the debt owed to foreigners.","Higher GDP growth in recent years has been contributed to increased investment, which made the people happy to have a great economy. ",0
So he clearly found a way to project a bandwagon of strength without putting U.S. troops on the line.,He found a way to portray strength without putting troops in harms way but was villified for it.,0
oh i believe that uh mine would say the same uh but uh i seem too rely on them too much,I believe you and my kids would say the same thing but I think I might rely too much on their loyalty.,0
Then he turned to Tommy.,He talked to Tommy.,0
"The Ile Saint-Louis is an enchanted self-contained island of gracious living, long popular with the more affluent gentry and celebrities of Paris.",The Ile Saint-Louis is disliked by some citizens of Paris.,0
"Additionally, GAO's FederalInformationSystemControlsAuditManualis now used by most major federal audit entities to evaluate computerrelated controls.",GAO's system is ranked the best by most federal audit entities.,0
"He sat a short distance from them, his eyes on Jon.","Getting ready to attack, he has his eyes on Jon.",0
Abortive countrywide revolts,The unrest could be stopped quickly.,0
The National Football League semifinals are set.,They were unable to disclose when the dates would be set.,0
They make a pretty pair working together.,They had worked together already.,0
i've even heard of some people being sexually abused,Some people are sexually abused by nurses.,0
"Meanwhile, a site established for the WorldAid '96 Global Expo and Conference on Emergency Relief, which took place last fall, gives you a firsthand glimpse of the frequently crass world of the relief business (note the long list of commercial exhibitors in attendance).",WorldAid had a GLobal expo in 2002.,0
The Kal whistled and Vrenna's eyes sparkled when she saw Jon swing it.,Jon is on a baseball field.,0
approaches to achieving missions vary considerably between agencies.,Approaches to achieving missions might change a lot from the FDA to the IRS.,0
"18 In 1989, rural carriers received an average of 34 cents per mile as a motor vehicle allowance.",The allowance has been increased since 1989.,0
The Edinburgh International Festival (held annually since 1947) is acknowledged as one of the world's most important arts festivals.,The festival showcases exhibitions from all seven continents.,0
Even the lower limit of that differential compounds to a hefty sum over time.,The differential doubles every month.,0
"I've thought it well over  """,I've been thinking about it for the past two weeks.,0
"In 1984, Clinton picked up rock groupie Connie Hamzy when she was sunbathing in a bikini by a hotel pool.",Clinton wasn't afraid to show herself in public in the 80s.,0
The community courthouse will be held every second Tuesday of the month at Carver at 217 Paso Hondo.,They were grateful to have a place to hold their meetings.,0
all they you know thinking that they're going to have money and jobs and success and everything and then they then there is no jobs and they end up homeless and not knowing anybody and no money and it's terrible,They don't contribute anything to society.,0
facilitate suits for benefits by using the State and Federal courts and the independent bar on which those courts depend for the proper performance of their duties and responsibilities.,The State and Federal courts are the same regardless of location.,0
uh right now we're actually having uh it's getting nice i mean it was in the high fifties today but three and a half weeks ago we had an ice storm,The weather has been getting warmer because the winter has ended.,0
"Two economists at Virginia Commonwealth University--yes, here are the economists again, but this time making a more plausible argument--studied millions of auto-accident claims filed between 1989 and 1993.",The researchers contacted insurers for the data from 1989 and 1993.,0
"Paris and its immediate surroundings are a magnet for tourists, students, businessmen, artists, inventors ' in short, everyone except perhaps the farmer and fisherman, who may well come to the city to protest government policies.",Businessmen spend more time in Paris and its immediate surroundings than inventors do.,0
"The activities included in the Unified Agenda are, in general, those expected to have a regulatory action within the next 12 months, although agencies may include activities with an even longer time frame.",Some actions were implemented for being shorter than 12 months.,0
"Mr. Inglethorp, said the Coroner, ""you have heard your wife's dying words repeated here. ","Mr. Inglethorp, as per your request, your wife's dying words have been read.",0
"Nonetheless, the rationality of service tiers remains.",It makes sense to keep the service tiers because they are easily understood by the client.,0
The second half of the book dealt with the use of the true name.,The first part dealt with the use of false names.,0
is that what you ended up going into,How did you decide to do that?,0
"The results of even the most well designed epidemiological studies are characterized by this type of uncertainty, though well-designed studies typically report narrower uncertainty bounds around the best estimate than do studies of lesser quality.",Most studies are not planned well.,0
"I don't know all the answers, fella.",I'm not sure about anything.,0
"In fact, the sloping shoulder was the noticeable feature of the new clothes of the Dior era, coming as it did immediately in the wake of the Joan Crawford/Rosalind Russell period and its vigorous shoulder padding.",Everyone embraced the end of the shoulder pad craze.,0
yeah well losing is i mean i'm i'm originally from Saint Louis and Saint Louis Cardinals when they were there were uh a mostly a losing team but,The losing streak for the Cardinals have jumped this season.,0
"Two economists at Virginia Commonwealth University--yes, here are the economists again, but this time making a more plausible argument--studied millions of auto-accident claims filed between 1989 and 1993.",Researchers substituted data on jello ingestion for auto collisions in their work.,0
"Continue along the Quai Saint-Nicolas to the Mus??e Alsacien at num?­ber 23, a group of 16th- and 17th-century houses appropriate to the colorful collections of Alsatian folklore.",The houses in the 16th century were quite colorful.,0
A profile crowns Chris Rock The Funniest Man in America.,"A profile crowns Chris Rock the Funniest Man in America, but many disagree. ",0
"3)  Dare you rise to the occasion, like Raskolnikov, and reject the petty rules that govern lesser men?",Would you rise up and defeaat all evil lords in the town?,0
Julius nodded gravely.,Julius loves to ask questions.,0
He also has a private practice.,"He has private and public practice, as well as other business to focus on.",0
it was really a nice compromise especially because she felt like she was still living in her own house and she still had her own couch and her own bed and it it really helped a lot and she was a lot more comfortable and she didn't,Having her own furniture in the house made it much more comfortable for her. Yet still able get assistance if she needed it.They check on them two or three times a day and give their medication also.,0
"Have you got him?""",Did you catch him redhanded?,0
yeah well i i started uh studying mathematics basically because i was really good at that in high school,I was also a straight-A student.,0
We have done that spectacularly.,"We have done our marketing changes spectacularly, the fourth quarter has shown an increase of profit margin by three-fold. ",0
"Further, given the dynamic environment agencies face, employees need incentives, training, and support to help them continually learn and adapt.","Welbeck's CEO told the committee it was necessary to ensure employees were trained, prepared and compensated in ways that enabled them to react to shifting markets.",0
The man looked at the girl.,The girl was the man's daughter.,0
they just didn't watch him on TV,They watched him at the movies.,0
and the professors who go there and you're not going to see the professors you know you're going to see some TA you know uh,The professors don't really care about their students.,0
they're almost five hundred a month for a one bedroom place,The one bedroom units usually have just one bathroom.,0
pretty good newspaper uh-huh,"I think this is a decent newspaper, and the comics section is my favorite.",0
The  liberation  of these old European colonies created the basis for postwar independence movements proclaiming the Japanese slogan  Asia for the Asians.,The liberation of these old European colonies weren't solely responsible for postwar independence movements.,0
We make simulacra out of mandrakes--like the manicurist in the barber shop.,The manicurist does great work.,0
"It may be that the best way to read this text in the years ahead will not be with a magnifying glass, but through the looking glass--as a prism to discern what the political culture that produced Nixon shares with our own.",Many things are shared between the Nixon culture and our own,0
They have found a new object of their affection.,They love their new sports car.,0
"The fascinating exhibits include a section of the massive chain that the Byzantines used to stretch across the mouth of the Golden Horn to keep out enemy ships, as well as captured enemy cannon and military banners, the campaign tents from which the Ottoman sultans controlled their armies, and examples of uniforms, armour, and weapons from the earliest days of the Empire down to the 20th century.",The Byzantines were one of the richest empires in world history.,0
" The equipment you need for windsurfing can be hired from the beaches at Tel Aviv (marina), Netanya, Haifa (at Bat Galim beach), Tiberias, and Eilat.",Windsurfing equipment is available for hire in Tel Aviv all year round.,0
The last 12 years of his life are a blank.,He spent the last 12 years of his life in an alcoholic blackout,0
that they don't show local,The local that tehy don't show is local sports.,0
"To be sure, not all auctions are rip-offs.",Not all auctions sell high priced goods.,0
i wonder how they kept up with them though it seemed like the buffaloes were moving so fast i guess they graze though that wouldn't have been a problem,The buffaloes didn't stop to graze for a long time.,0
Bork shuddered.,Bork shuddered because he was starting to feel cold.,0
"For fiscal year 1996, Congress determined that the Commission should recover $126,400,000 in costs, an amount 8.6 percent higher than required in fiscal year 1995.",Commission will use the extra 8.6 percent to build more roads.,0
Climate changes had already had the effect of reducing the amount of forest land; the monks accelerated this process by clearing many more acres in order to make room for ever-growing herds of sheep.,The effect of reducing the amount of forest land is habitats will be destroyed.,0
"If anything, ultimate fighting is safer and less cruel than America's blood sport.",America's blood sport is more commonly known as boxing.,0
"But if Clinton consents, censure and community service can proceed.",The censure and community service are very important.,0
"Prototyping, for example, may act as part of the requirements definition process, helping the agency identify and control areas of high uncertainty and technical risk.",Prototyping is important.,0
"This site provides information links, tools, and resources developed for the benefit of the audit profession, including audit programs, best practices, and research services.",Thousands of auditors across the country have visited the site in recent weeks.,0
"Aswan became a backwater following the decline of the Egyptian Empire, far removed from power bases at Alexandria and Cairo.",Aswan was out of favor with Egyptians until a dam was built.,0
i know because i think i've been reading i read this ten years ago that they were having these big uh um rallies and people would be in the streets flashing signs statehood yes and other people would statehood down the statehood it's it down there if you're um familiar with their politics they uh it's very uh i i don't know it's called Latino there they have loudspeakers on their cars and they run down the neighborhood saying vote for you know Pierre he's or uh Pedro uh Pedro he's the best it's it's really kind of comical,"If I was there, I would have voted for Pedro.",0
"In some cases, members initially participated because of an existing trust relationship with individual leaders or sponsors, and it was a challenge to keep them returning until they saw value in participating and had built trust with other members.",The trust members built themselves was more important than the trust they made with the leaders.,0
"As a professional courtesy, GAO will inform requesters of substantive media inquiries during an ongoing assignment.",It is rare for GAO to do something as a professional courtesy.,0
The purpose of this paper is to analyze rural delivery costs and compare them with city delivery costs.,Rural delivery is more expensive than city.,0
Hang it all! said Tommy indignantly.,Tommy didn't realize he was being indignant.,0
no it didn't,It didn't make it over the jump.,0
"Publicity.' Lincoln removed his great hat, making a small show of dusting it off.",Lincoln took his black top hat off.,0
"To the west of the city at Hillend is Midlothian Ski Centre, the longest artificial ski slope in Europe.",The Midlothian Ski Centre is the only artificial ski slope in Scotland.,0
My usual partner.',My usual partner told him to go away.,0
yeah that's true the traffic um yeah yeah,That's true traffic is too intense here.,0
Some rooms have balconies.,Some rooms have balconies off of them that overlook the ocean.,0
They even smiled at Susan and she smiled back.,They smiled at Susan to warn her of the incoming attackers.,0
Medicare gross outlay projections based on intermediate assumptions of the 2001 HI and SMI Trustees' reports.,Medicare costs are projected to rise.,0
It shows clearly enough that my poor old friend had just found out she'd been made a fool of!,I was sorry for my friend's predicament.,0
The air is warm.,The arid air permeates the surrounding land.,0
Some bugs are hell to track down.,It takes hours to find some bugs.,0
"Merrion Square West, Dublin 2.",Across the street from a Burger King.,0
"I jumped, coat tails flapping.",I leaped into the snow.,0
Why blame her because she had been true to her creed?,The woman blamed herself as well.,0
He turned and saw Jon sleeping in his half-tent.,He saw Jon had been sleeping for hours.,0
"And he claimed she earned $11,000 a month - or $132,000 a year - from a home quilting business she had owned for 22 years.",Quilting is a profitable hobby.,0
"As a counterweight to the Singapore Chinese, he would bring in the North Borneo states of Sabah and Sarawak, granting them special privileges for their indigenous populations and funds for the development of their backward economies.",The indigenous populations were growing at an alarming rate over the years.,0
"In kampung workshops you can watch fantastic birds and butterflies being made of paper (and increasingly, nowadays, of plastic, too) drawn over strong, flexible bamboo frames.",Birds and butterflies can only been seen in the kampung workshops.,0
hi Cynthia what did you wear to work today,Did you wear pants to work today?,0
"  Blankley replies, And there are fund-raisers going out in other parts of the country to raise  'The conservatives are coming, the conservatives are coming.","Blankley replies, there are fundraisers in other parts of the country to raise ""the conservatives are coming"" in order to instill fear in liberal voters.",0
"Sultan Abdul Hamid II (1876 1909) tried to apply absolute rule to an empire staggering under a crushing foreign debt, with a fragmented population of hostile people, and succeeded only in creating ill will and dissatisfaction amongst the younger generation of educated Turks.","Although he was disliked by educated young Turks, Sultan Abdul Hamid II was loved by the older generations.",0
"I have to tell you, I tried to understand it.",I have figured it out.,0
right well the warmth that developed between them and again it i think was a picture of relationships,They got married after a while.,0
yeah that's that's a big step yeah,"Yes, you have to be committed to make that big step.",0
"Many Lakeland hotels also quote a D, B and B (dinner, bed, and breakfast) rate, which includes the evening meal and is often quite cost-effective.","Many Lakeland hotels also quote an affordable dinner, bed, and breakfast rate, but there is not a shortage of affordable dinner restaurants in the area if one chooses not to eat at the hotel.",0
"As he emerged, Boris remarked, glancing up at the clock: ""You are early.",Boris had just arrived at the rendezvous when he appeared.,0
Additional information is provided to help managers incorporate the standards into their daily operations.,This information was developed thanks to extra federal funding.,0
Extensive documentation of the IPM is available at //www.epa.gov/airmarkets/epa-ipm/index.html.,The documents are free to view.,0
"Well aware of the island's burgeoning wealth and repository of supplies, the French pirate Bertrand de Montluc sailed into Funchal harbor with his 11-galleon armada and 1,300 men.","Montluc plundered and looted the island, killing many of its residents.",0
"However, the WRAP States may unanimously petition the Administrator to determine that the total emissions of affected EGUs are reasonably projected to exceed 271,000 tons in 2018 or a later year and to make affected EGUs subject to the requirements of the new WRAP trading program.",The WRAP States may unanimously petition the Administrator to overturn the smoking ban.,0
"If the face has been getting longer at the bottom over the generations, it has been getting shorter (and broader) on top.",The face gets longer and thinner at the bottom throughout the generations.,0
that's right you can work yourself to death well i'm sorry to hear your color didn't come out so good over the weekend,Don't work yourself to death.,0
The finest is the huge conical-roofed Tomb/Pillar of Absalom (King David's son).,The Tomb/Pillar of Absalom is the largest structure in the area.,0
"NEH-supported exhibitions were distinguished by their elaborate wall panels--educational maps, photomurals, stenciled treatises--which competed with the objects themselves for space and attention.",The wall panels in the exhibition are louder and more noticeable than the actual objects themselves.,0
Acquaintances of mine have become Orthodox because of the codes.,Some of my friends have converted to other religions.,0
Welts grew on each of the man's cheeks.,The welt the man got from battle were growing.,0
More works can be seen in the museum attached to the cathedral (admission is around 100 pe?­setas).,The cathedral also has a fair number of sculptures.,0
oh yes how well i know i was laid off last year but i was i was lucky because i was one of the first groups to go,My group was one of ten groups to get laid off.,0
"As the Tokugawa shoguns had feared, this opening of the floodgates of Western culture after such prolonged isolation had a traumatic effect on Japanese society.","The Tokugawa shoguns had feared that, because they understood the Japanese society very well.",0
uh whether one might conceive  no pun intended of the possibility that there might be a kind of a deliberate uh um,You might think of the possibility of going to that event.,0
"The islands' names refer to the different force winds hitting them, not their topography.",The islands are exposed to winter only during the winter.,0
He wore a simple leather breastplate with a single red glyph over the chest.,He wore lace-up leather boots with steel toes on his feet.,0
"Helms, who will be 81 when his fifth term ends, is increasingly frail.",Helms will turn 81 next month.,0
"And if, as ultimately happened, no settlement resulted, we could shrug our shoulders, say, 'Hey, we tried,' and act like unsuccessful brokers to an honorable peace.",Neither side is actually interested in a settlement at this time.,0
The family.,The family of gorillas.,0
did you use a textured paint or,Textured paint is always better in this case.,0
The Government does not sacrifice anything of value in exchange and the entity that forfeits the property does not receive anything of value.,Approximately 300 people forcibly forfeited their property in 2015.,0
"After the second course I began to feel slightly at ease, although I couldn't help being disturbed by the way they just stared at me.",I felt nervous that they were going to poison me.,0
i'm not opposed to it but when its when the time is right it will probably just kind of happen you know,I cannot wait for it to happen.,0
"For more sweeping panoramas, you can hike for less than an hour to either summit Petit-Bourg (716 m/2,349 ft) or Pigeon (770 m/2,526 ft).",Most people who visit choose to hike the extra half hour up to at least one summit for the beautiful views.,0
"In the 1980s, a pragmatic socialist coalition government with the Christian Democrats brought a few years of unusual stability.",The Christian Democrats were not able to maintain their power.,0
uh wasn't that Jane Eyre no he wrote Jane Eyre too,It was in the third chapter of Jane Eyre.,0
"17 ""Surely you are not thinking of refusing? ",Its an opportunity of a lifetime you can't be thinking of turning it down?,0
We did it with the aid of consultants and other equal justice stakeholders.,"In reality, equal justice stakeholders contributed only a little to our efforts.",0
is there still that type of music available,I would love to listen to more of it.,0
i'm kind of familiar with the weather out that way in west Texas but not in not in Lewisville,Lewisville does not have a weather reporting station.,0
"There are no gods here now, said the voice of the monster in front of them.",The monster's voice was loud and scary.,0
Two is enough for a secret.,Both people are dedicated to keeping the secret.,0
and they're more independent and there's things to do then it's good for them to go to different i mean it he goes to a a mother's day out program now once a week both of my kids do,More things are available to them when they become independent.,0
"Bars with views and live music include Sky Lounge in the Sheraton Hotel and Towers, Tsim Sha Tsui; and Cyrano in the Island Shangri-La in Pacific Place.","It is not far to go to find good drink, gorgeous views, and live music. ",0
"But it's for us to get busy and do something.""","""We don't do much, so maybe this would be good for us to bond and be together for the first time in a while."".",0
"Regulation and the Nature of Postal Delivery Services, Ed.",There is regulation of the postal delivery service by the USPS.,0
uh-huh oh yeah i hadn't heard that one let's see i can't oh gosh that that probably wipes out my whole inventory of TV shows other than um PBS i,Some TV shows will be available.,0
"It's very hard to believe, for anyone who knows me well, but I was actually speechless for a period, Zelon said.",Zelon is normally a talkative and opinionated person.,0
oh wow no i just started about well five years ago i think,The first year was rough.,0
"Beatrice and Grace made out OK legally, but some of us will never use their products again without thinking about Travolta losing his shirt in the name of those wasted-away little kids.",Beatrice was nearly sent to prison for many months.,0
but there's no uh inscriptions or or dates or anything else,The dates on it were rubbed off.,0
yeah it is it is and i guess you don't have to but you know if you look at oh have you ever seen any of the Jacques Teti Teti movies the French movies uh Teti it it,Have you ever watched any French films?,0
"With an area of just 541 sq km (209 sq miles), it is slightly smaller than the Isle of Man or twice Martha's Vineyard in Massachusetts.",It is an island in the Mediterranean Sea.,0
"It started with The Wild Bunch : We sexualized violence, we made it beautiful.",Violence is now look at in the positive due to The Wild Bunch.,0
Chatterbox queried Trudeau about the Dallas Morning News quote.,Chatterbox queried Trudeau about what he said about immigrants.,0
"The national mood is stressed on the octagonal spire of the University's Rajabai Clocktower, with 24 figures representing the castes of the Maharashtra State, of which Mumbai is the capital.",The Rajabai Clocktower is open twice a day for visitors to walk up to.,0
Slate could have put someone with a reasonable grasp of elementary finance and a balanced viewpoint in charge of writing a tax piece.,Slate sometimes covers tax issues.,0
"She was a very good mistress to me, sir.",She was perfect at her job.,0
in each square,On the inside of every square except the corners.,0
kind of kind of nothing i won't have anything to do with,I think it is an awful waste of time and space.,0
yeah it's definitely a way out of the way where  where as,I was able to find my way out of the corn maze,0
so it's it's changing and the summers are getting hot and the winters are cold but i guess i can live with it,It can get up to 30 degrees Celsius in the summer.,0
"Sculpture and stone carving are perfectly modified to the harmonies of the design; the four columns at the corners are hollow to carry water off the roof, and the urns on roof are disguised chimneys.",The sculptures present in the temple and all modeled after Greek gods.,0
"The dramatic cliffs of the Serra de Tramuntana mountain range hug the coastline of the entire northwest and north, from Andratx all the way to the Cape of Formentor.",Andratx is on the northwest coast and the Cape of Formentor is further east.,0
These adaptations are not uniformly valued.,The values always change,0
Anwar el-Sadat succeeded Nasser in 1970.,A neighboring country was the main influence in the switch of power.,0
Postal Service data to define the relationship between costs and cost drivers.,Postal Service delivery data is used to define the relationship between cost and drivers.,0
"The tourist industry continued to expand, and though it became one of the top two income earners in Spain, a realization that unrestricted mass tourism was leading to damaging long-term consequences also began to grow.",Spain fixed the tourism problem.,0
"Table 2: Examples of BLM's, FHWA's, IRS's, and VBA's Customer Satisfaction Expectations for Senior Executive Performance","BLM's, FHWA's, IRS's, and VBA's are the only companies that were studied.",0
"Under Ferdinand and Isabella, Spain underwent a dramatic transformation.",Ferdinand started his transformation by emancipating the peasant class.,0
Larger ski resorts are 90 minutes away.,The largest resort is actually 100 minutes away.,0
"Some of the unmet needs are among people who can pay, but who are deterred from seeking a lawyer because of the uncertainty about legal fees and their fear of the profession.",Some people can't afford it.,0
"For big Raj-buffs, the supreme example of Indo-Gothic style is the Victoria Terminus, affectionately abbreviated to VT nowadays, once the railway station that launched adventures inland, now handling mostly suburban traffic.",Many famous explorers set off from the Victoria Terminus.,0
they really do i i sometimes think that that should be limited more,"They are way too free in what they can do, and I think they need to be strongly limited.",0
"Because marginal costs are very low, a newspaper price for preprints might be as low as 5 or 6 cents per piece.",Many people consider these prices to be unfair to new printers.,0
